Symbol
JSWENERGY
JSWSTEEL
JUBLFOOD
JUBLINGREA
JUBLPHARMA
JUSTDIAL
JYOTHYLAB
KAJARIACER
KALPATPOWR
KALYANKJIL
KANSAINER
KARURVYSYA
KEC
KEI
KIMS
KNRCON
KOTAKBANK
KPITTECH
KPRMILL
KRBL
L&TFH
LALPATHLAB
LATENTVIEW
LAURUSLABS
LAXMIMACH
LICHSGFIN
LICI
LINDEINDIA
LODHA
LT
LTI
LTTS
LUPIN
LUXIND
LXCHEM
M&M
M&MFIN
MAHABANK
MAHINDCIE
MAHLIFE
MAHLOG
MANAPPURAM
MANYAVAR
MAPMYINDIA
MARICO
MARUTI
MASTEK
MAXHEALTH
MAZDOCK
MCDOWELL-N
MCX
MEDPLUS
METROBRAND
METROPOLIS
MFSL
MGL
MHRIL
MMTC
MOIL
MOTHERSON
MOTILALOFS
MPHASIS
MRF
MRPL
MSUMI
MTARTECH
MUTHOOTFIN
NAM-INDIA
NATCOPHARM
NATIONALUM
NAUKRI
NAVINFLUOR
NAZARA
NBCC
NCC
NESTLEIND
NETWORK18
NH
NHPC
NIACL
NIITLTD
NLCINDIA
NOCIL
NTPC
NUVOCO
NYKAA
OBEROIRLTY
OFSS
OIL
OLECTRA
ONGC
ORIENTELEC
PAGEIND
PATANJALI
PAYTM
PCBL
PERSISTENT
PETRONET
PFC
PFIZER
PGHH
PGHL
PHOENIXLTD
PIDILITIND
PIIND
PNB
PNBHOUSING
PNCINFRA
POLICYBZR
POLYCAB
POLYMED
POLYPLEX
POONAWALLA
POWERGRID
POWERINDIA
PRAJIND
PRESTIGE
PRINCEPIPE
PRIVISCL
PRSMJOHNSN
PVR
QUESS
RADICO
RAIN
RAJESHEXPO
RALLIS
RAMCOCEM
RATNAMANI
RAYMOND
RBA
RBLBANK
RCF
RECLTD
REDINGTON
RELAXO
RELIANCE
RENUKA
RHIM
RITES
ROSSARI
ROUTE
RTNINDIA
RVNL
SAIL
SANOFI
SAPPHIRE
SAREGAMA
SBICARD
SBILIFE
SBIN
SCHAEFFLER
SCI
SFL
SHARDACROP
SHILPAMED
SHOPERSTOP
SHREECEM
SHYAMMETL
SIEMENS
SIS
SJVN
SKFINDIA
SOBHA
SOLARINDS
SONACOMS
SONATSOFTW
SPARC
SRF
SRTRANSFIN
STARHEALTH
STLTECH
SUDARSCHEM
SUMICHEM
SUNDARMFIN
SUNDRMFAST
SUNPHARMA
SUNTECK
SUNTV
SUPRAJIT
SUPREMEIND
SUVENPHAR
SUZLON
SWANENERGY
SWSOLAR
SYMPHONY
SYNGENE
TANLA
TATACHEM
TATACOFFEE
TATACOMM
TATACONSUM
TATAELXSI
TATAINVEST
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASTEEL
TCI
TCIEXP
TCNSBRANDS
TCS
TEAMLEASE
TECHM
TEJASNET
THERMAX
THYROCARE
TIINDIA
TIMKEN
TITAN
TORNTPHARM
TORNTPOWER
TRENT
TRIDENT
TRITURBINE
TRIVENI
TTKPRESTIG
TTML
TV18BRDCST
TVSMOTOR
UBL
UFLEX
ULTRACEMCO
UNIONBANK
UNOMINDA
UPL
UTIAMC
VAIBHAVGBL
VARROC
VBL
VEDL
VGUARD
VIJAYA
VINATIORGA
VIPIND
VMART
VOLTAS
VTL
WELCORP
WELSPUNIND
WESTLIFE
WHIRLPOOL
WIPRO
WOCKPHARMA
YESBANK
ZEEL
ZENSARTECH
ZFCVINDIA
ZOMATO
ZYDUSLIFE
ZYDUSWELL
