Symbol
JUBLFOOD
JUSTDIAL
JYOTHYLAB
KAJARIACER
KALPATPOWR
KANSAINER
KARURVYSYA
KEC
KIOCL
KNRCON
KOLTEPATIL
KOTAKBANK
KPRMILL
KRBL
KSCL
KTKBANK
L&TFH
LAKSHVILAS
LALPATHLAB
LAURUSLABS
LAXMIMACH
LEMONTREE
LICHSGFIN
LINDEINDIA
LT
LTI
LTTS
LUPIN
LUXIND
M&M
M&MFIN
MAGMA
MAHINDCIE
MAHLOG
MANAPPURAM
MANPASAND
MARICO
MARUTI
MASFIN
MAXINDIA
MCDOWELL-N
MCLEODRUSS
MERCK
MFSL
MGL
MHRIL
MINDACORP
MINDAIND
MINDTREE
MMTC
MOIL
MONSANTO
MOTHERSUMI
MOTILALOFS
MPHASIS
MRF
MRPL
MUTHOOTFIN
NATCOPHARM
NATIONALUM
NAUKRI
NAVINFLUOR
NAVKARCORP
NBCC
NBVENTURES
NCC
NESCO
NETWORK18
NFL
NH
NHPC
NIACL
NIITTECH
NILKAMAL
NLCINDIA
NMDC
NTPC
OBEROIRLTY
OFSS
OIL
OMAXE
ONGC
ORIENTBANK
ORIENTCEM
PAGEIND
PARAGMILK
PCJEWELLER
PEL
PERSISTENT
PETRONET
PFC
PFIZER
PFS
PGHH
PHILIPCARB
PHOENIXLTD
PIDILITIND
PIIND
PNB
PNBHOUSING
PNCINFRA
POWERGRID
PRAJIND
PRESTIGE
PRSMJOHNSN
PTC
PVR
QUESS
RADICO
RAIN
RAJESHEXPO
RALLIS
RAMCOCEM
RAYMOND
RBLBANK
RCF
RCOM
RECLTD
REDINGTON
RELAXO
RELCAPITAL
RELIANCE
RELINFRA
RENUKA
REPCOHOME
RHFL
RITES
RKFORGE
RNAM
RNAVAL
RPOWER
RUPA
SADBHAV
SADBHIN
SAIL
SANOFI
SBILIFE
SBIN
SCHAEFFLER
SCI
SFL
SHANKARA
SHILPAMED
SHK
SHOPERSTOP
SHREECEM
SHRIRAMCIT
SIEMENS
SIS
SJVN
SKFINDIA
SOBHA
SOLARINDS
SONATSOFTW
SOUTHBANK
SPARC
SPTL
SREINFRA
SRF
SRTRANSFIN
STAR
STARCEMENT
STRTECH
SUDARSCHEM
SUNDARMFIN
SUNDRMFAST
SUNPHARMA
SUNTECK
SUNTV
SUPREMEIND
SUVEN
SUZLON
SWANENERGY
SYMPHONY
SYNDIBANK
SYNGENE
TAKE
TATACHEM
TATACOFFEE
TATAELXSI
TATAGLOBAL
TATAINVEST
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASPONGE
TATASTEEL
TCS
TEAMLEASE
TECHM
TEXRAIL
THERMAX
THOMASCOOK
THYROCARE
TIFIN
TIINDIA
TIMETECHNO
TIMKEN
TITAN
TNPL
TORNTPHARM
TORNTPOWER
TRENT
TRIDENT
TTKPRESTIG
TV18BRDCST
TVSMOTOR
TVSSRICHAK
TVTODAY
UBL
UCOBANK
UFLEX
UJJIVAN
ULTRACEMCO
UNICHEMLAB
UNIONBANK
UPL
VAKRANGEE
VARROC
VBL
VEDL
VENKEYS
VGUARD
VINATIORGA
VIPIND
VMART
VOLTAS
VRLLOG
VTL
WABAG
WABCOINDIA
WELCORP
WELSPUNIND
WHIRLPOOL
WIPRO
WOCKPHARMA
YESBANK
ZEEL
ZENSARTECH
ZYDUSWELL
